day,reference_date,stop_id,stop,municipality,eligible_center,available_boarding_in_game,exclusion_reasons,scheduled_routes,departures,first_departure,last_departure,max_gap_minutes,latitude,longitude
sunday,2026-10-04,270,910 Cricklewood Dr,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.83215,-77.88363
sunday,2026-10-04,709,972 Oakwood Ave,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.818123,-77.896378
sunday,2026-10-04,461,Amblewood Way at School Drive,Patton township,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.80801,-77.92313
sunday,2026-10-04,280,Athletic Administration Building,College township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.81384,-77.85526
sunday,2026-10-04,745,Benner Pike at Barnes and Noble,College township,False,False,Stop is outside the game border.,CC,16,10:11,17:41,30,40.830262,-77.805062
sunday,2026-10-04,426,Blue Course Dr at Blue Course Commons,Ferguson township,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.79873,-77.88692
sunday,2026-10-04,780,Blue Course Dr at Blue Course Med Ctr,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.7830774546,-77.886221227
sunday,2026-10-04,422,Blue Course Dr at Chase Bank,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.803059,-77.884857
sunday,2026-10-04,425,Blue Course Dr near Teaberry Lane,Ferguson township,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.7972149974,-77.887763356
sunday,2026-10-04,848,Blue Course Dr near West College Ave,Ferguson township,False,True,The full 400 m circle crosses the game border.,NV,16,10:04,17:34,30,40.780132,-77.880513
sunday,2026-10-04,868,Blue Course Drive at Stratford Drive,State College borough,False,True,The full 400 m circle crosses the game border.,RP,14,10:22,17:57,35,40.770826,-77.862051
sunday,2026-10-04,467,Carnegie Dr at Vista Lofts,Patton township,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.808695,-77.925545
sunday,2026-10-04,315,Cato Ave at Enterprise Dr,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.763426,-77.879482
sunday,2026-10-04,316,Cato Ave at Research Dr,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.764255,-77.878063
sunday,2026-10-04,708,Circleville Rd at E Park Hills Ave,Ferguson township,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.795825,-77.894725
sunday,2026-10-04,433,Circleville Rd at Farmstead Lane Inbound,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.79039,-77.90334
sunday,2026-10-04,434,Circleville Rd at Farmstead Ln Outbound,Ferguson township,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.7904,-77.903655
sunday,2026-10-04,682,Circleville Rd at Knob Hill Pl,Ferguson township,False,False,Stop is outside the game border.,NV,16,10:10,17:40,30,40.795807,-77.894318
sunday,2026-10-04,703,Circleville Rd at W Park Hills Ave,Ferguson township,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.79356,-77.897335
sunday,2026-10-04,711,Circleville Rd opposite W Park Hills Ave,Ferguson township,False,False,Stop is outside the game border.,NV,16,10:09,17:39,30,40.793385,-77.897445
sunday,2026-10-04,252,Colonnade Blvd Opposite Kohls,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.814682,-77.902018
sunday,2026-10-04,475,Colonnade Blvd at Chicos,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.810512,-77.906824
sunday,2026-10-04,249,Colonnade Blvd at Home Goods,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.8116210301,-77.9053267755
sunday,2026-10-04,761,Colonnade Blvd at Kohls,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.814663,-77.902489
sunday,2026-10-04,250,Colonnade Blvd at Target,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.811734,-77.905593
sunday,2026-10-04,476,Colonnade Blvd at Wegmans,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.810703,-77.906905
sunday,2026-10-04,268,Cricklewood Dr at Cricklewood Apts,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.8310693453,-77.8858232068
sunday,2026-10-04,275,Cricklewood Dr at Cricklewood Circle,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.82851,-77.88851
sunday,2026-10-04,260,Cricklewood Dr at N Barkway Lane,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.825807,-77.893102
sunday,2026-10-04,261,Cricklewood Dr at S Barkway Lane,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.82563,-77.89289
sunday,2026-10-04,263,Cricklewood Dr at Wilts Lane Inbound,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.82763,-77.89081
sunday,2026-10-04,262,Cricklewood Dr at Wilts Lane Outbound,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.82773,-77.89093
sunday,2026-10-04,267,Cricklewood Dr at the American Ale House,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.8311758757,-77.885944373
sunday,2026-10-04,50,Cville Rd_Red Oak Ln,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.791078072,-77.9100561276
sunday,2026-10-04,169,E College Av at Hickeys,College township,False,False,Stop is outside the game border.,CC,16,10:17,17:47,30,40.809801,-77.832697
sunday,2026-10-04,333,E College Ave at Limerock Terrace,College township,False,False,Stop is outside the game border.,CC,16,10:19,17:49,30,40.821935,-77.81436
sunday,2026-10-04,331,E College Ave at Nittany Commons,College township,False,False,Stop is outside the game border.,CC,16,10:19,17:49,30,40.823815,-77.811955
sunday,2026-10-04,170,E College Ave at Puddintown Rd,College township,False,True,The full 400 m circle crosses the game border.,CC,16,10:18,17:48,30,40.8081,-77.83629
sunday,2026-10-04,162,E College Ave at Squirrel Dr Outbound,College township,False,True,The full 400 m circle crosses the game border.,CC,16,10:14,17:44,30,40.8091603812,-77.8334900883
sunday,2026-10-04,330,E College Ave at Struble Rd,College township,False,False,Stop is outside the game border.,CC,16,10:20,17:50,30,40.826185,-77.80892
sunday,2026-10-04,161,E College Ave at Your Building Center,College township,False,False,CATA reports E College Ave at Your Building Center closed due to construction.; The full 400 m circle crosses the game border.,CC,16,10:13,17:43,30,40.8078,-77.83627
sunday,2026-10-04,332,E College Ave opp Nittany Commons,College township,False,False,Stop is outside the game border.,CC,16,10:13,17:43,30,40.82398,-77.812195
sunday,2026-10-04,874,EES Building EB,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.7933165657,-77.8707751248
sunday,2026-10-04,572,EES Building WB,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.7936316695,-77.8705748893
sunday,2026-10-04,809,East College Ave at Citi Clean,College township,False,False,Stop is outside the game border.,CC,16,10:13,17:43,30,40.82205,-77.8146
sunday,2026-10-04,753,East College Ave at Green Acres Lane,College township,False,False,Stop is outside the game border.,CC,16,10:16,17:46,30,40.8147896404,-77.8241847202
sunday,2026-10-04,754,East College Avenue at Grandview Road,College township,False,False,Stop is outside the game border.,CC,16,10:16,17:46,30,40.8145453447,-77.8243468221
sunday,2026-10-04,1011,East Marylyn Ave at Foxdale Village,State College borough,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.7837559051,-77.838702066
sunday,2026-10-04,718,Easterly Pkwy at Garner St,State College borough,False,False,CATA reports Easterly Parkway at Garner St closed for construction.; No scheduled boarding in this day's reference window.,,0,,,,40.79251,-77.84617
sunday,2026-10-04,384,Easterly Pkwy at Manorway Apts,State College borough,False,False,CATA reports Easterly Parkway at Manorway Apts closed for construction.; No scheduled boarding in this day's reference window.,,0,,,,40.7948970702,-77.8440797669
sunday,2026-10-04,373,Easterly Pkwy at Old Boalsburg Rd,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.78815,-77.8494
sunday,2026-10-04,2004,Easterly Pkwy at S Pugh St,State College borough,False,False,CATA reports Easterly Parkway at S Pugh St closed for construction.; No scheduled boarding in this day's reference window.,,0,,,,40.7880514782,-77.8492954161
sunday,2026-10-04,346,Elmwood St at Clover Rd,College township,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.81017,-77.82475
sunday,2026-10-04,344,Elmwood St at Elm St,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.81013,-77.822075
sunday,2026-10-04,347,Elmwood St at Hillview Ave,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.810285,-77.824555
sunday,2026-10-04,310,Enterprise Dr at Bristol Ave,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.766301,-77.882222
sunday,2026-10-04,314,Enterprise Dr at Cato Ave,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.763661,-77.879674
sunday,2026-10-04,277,Fox Hollow Rd at Orchard Rd Inbound,College township,False,True,The full 400 m circle crosses the game border.,NV,16,10:10,17:40,30,40.81815,-77.85952
sunday,2026-10-04,278,Fox Hollow Rd at Orchard Rd Outbound,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.81801,-77.859
sunday,2026-10-04,788,Fox Hollow at Big Hollow,College township,False,True,The full 400 m circle crosses the game border.,NV,16,10:09,17:39,30,40.822512,-77.867386
sunday,2026-10-04,789,Fox Hollow opp Big Hollow,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.822721,-77.867395
sunday,2026-10-04,464,Galen Dr at Amblewood Way,Patton township,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.80556,-77.92431
sunday,2026-10-04,459,Galen Drive at Kenley Ct,Patton township,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.809764,-77.921637
sunday,2026-10-04,393,Geisinger Medical Center at Scenery Park,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.78492,-77.82018
sunday,2026-10-04,1002,Gerald St at Julian Dr,College township,False,False,Stop is outside the game border.,CC,16,10:06,17:36,30,40.8321269637,-77.8126962743
sunday,2026-10-04,147,Gerald St at Matthew Circle Outbound,College township,False,False,Stop is outside the game border.,CC,16,10:06,17:36,30,40.83268,-77.81384
sunday,2026-10-04,2010,Happy Valley Casino,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.831632230125344,-77.80230910267949
sunday,2026-10-04,428,Havershire Blvd. across from The Heights,Ferguson township,False,False,Stop is outside the game border.,NV,16,10:07,17:37,30,40.788954,-77.895099
sunday,2026-10-04,429,Havershire Blvd. at Northwick (Inbound),Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.790708,-77.898045
sunday,2026-10-04,430,Havershire Blvd. at Northwick (Outbound),Ferguson township,False,False,Stop is outside the game border.,NV,16,10:08,17:38,30,40.790834,-77.898015
sunday,2026-10-04,427,Havershire Blvd. at The Heights,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.788789,-77.894889
sunday,2026-10-04,776,Martin St at Best Buy,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.8067577974,-77.8953058155
sunday,2026-10-04,477,Martin St at Park Crest Lane Inbound,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.801872,-77.887276
sunday,2026-10-04,481,Martin Street at Herman Drive,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.8044836032,-77.8913654038
sunday,2026-10-04,518,Middle of Oakwood Ave Inbound,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.818726,-77.893219
sunday,2026-10-04,501,Middle of Oakwood Ave Outbound,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.81886,-77.89325
sunday,2026-10-04,522,N Atheron at Champs,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.807671,-77.892625
sunday,2026-10-04,520,N Atherton Pl at Walmart,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.809042,-77.896356
sunday,2026-10-04,420,N Atherton St at Arbor Way,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.79812,-77.87484
sunday,2026-10-04,499,N Atherton St at Chick-Fil-A,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.809163,-77.906342
sunday,2026-10-04,500,N Atherton St at Colonnade Blvd,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.809495,-77.907497
sunday,2026-10-04,524,N Atherton St at Denton Ave,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.806147,-77.888714
sunday,2026-10-04,471,N Atherton St at Douglas Dr,Patton township,False,False,CATA reports North Atherton St at Douglas Dr closed for construction; use stop 473 at Fairwood Lane.; No scheduled boarding in this day's reference window.,,0,,,,40.810132,-77.914486
sunday,2026-10-04,527,N Atherton St at E Clinton Ave,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.803445,-77.883648
sunday,2026-10-04,473,N Atherton St at Fairwood Lane,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.809765,-77.91147
sunday,2026-10-04,472,N Atherton St at Hawbaker Industrial Dr,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.81029,-77.913947
sunday,2026-10-04,7,N Atherton St at Hillcrest Ave,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.798056,-77.874489
sunday,2026-10-04,47,N Atherton St at Mitchell Ave Inbound,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.80027,-77.87804
sunday,2026-10-04,525,N Atherton St at N Hills Place Inbound,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.805255,-77.88742
sunday,2026-10-04,526,N Atherton St at N Hills Place Outbound,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.805164,-77.886925
sunday,2026-10-04,474,N Atherton St near Fairfield Inn,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.809807,-77.910067
sunday,2026-10-04,705,N Atherton St near Staples,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.807647,-77.893663
sunday,2026-10-04,8,N. Atherton St at CVS,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.801405,-77.879826
sunday,2026-10-04,320,Nittany Mall (Aldi),College township,False,False,Stop is outside the game border.,CC,16,10:00,17:30,30,40.8344077701,-77.8015204921
sunday,2026-10-04,165,Nittany Mall Main Entrance,College township,False,False,Stop is outside the game border.,CC,32,10:00,17:54,24,40.83367,-77.80072
sunday,2026-10-04,424,Northland Center Inbound,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.802559,-77.885834
sunday,2026-10-04,423,Northland Center Outbound,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.802559,-77.885963
sunday,2026-10-04,519,Oakwood Ave at Benjamin Ct,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.818935,-77.889603
sunday,2026-10-04,778,Oakwood Ave at Clearview Ave,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.8163303897,-77.8910775517
sunday,2026-10-04,517,Oakwood Ave at Texas Roadhouse,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.816196,-77.896767
sunday,2026-10-04,714,Oakwood Ave at Vairo Village Comm Ctr,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.81745,-77.889
sunday,2026-10-04,840,Old Gatesburg Rd at Blue Course Med. Ctr,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.781939,-77.887386
sunday,2026-10-04,839,Opposite 225 Science Park Rd (ARL Bldg),Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.77478,-77.892122
sunday,2026-10-04,253,Opposite 240 Toftrees Ave,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.823074,-77.898646
sunday,2026-10-04,256,Opposite 301 Toftrees Ave,Patton township,False,True,The full 400 m circle crosses the game border.,NV,16,10:00,17:30,30,40.82323,-77.89653
sunday,2026-10-04,312,Opposite 3035 Enterprise Dr,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.765908,-77.881962
sunday,2026-10-04,389,Opposite 383 Rolling Ridge Dr,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.7867,-77.82655
sunday,2026-10-04,724,Opposite 428 Windmere Dr,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.78795,-77.82626
sunday,2026-10-04,723,Opposite 474 Windmere Dr,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.78803,-77.82317
sunday,2026-10-04,390,Opposite 501 Rolling Ridge Dr,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.78617,-77.82353
sunday,2026-10-04,266,Opposite 711 Cricklewood Dr,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.82972,-77.887
sunday,2026-10-04,269,Opposite 910 Cricklewood Dr,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.83227,-77.88379
sunday,2026-10-04,710,Opposite 972 Oakwood Ave,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.818066,-77.89621
sunday,2026-10-04,494,Park Forest Ave Opposite Northbrook,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.807541,-77.903569
sunday,2026-10-04,496,Park Forest Ave at N Atherton Inbound,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.808502,-77.902283
sunday,2026-10-04,485,Park Lane at Aaron Dr,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.80125,-77.90033
sunday,2026-10-04,487,Park Lane at Cornwall Rd Inbound,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.80256,-77.90159
sunday,2026-10-04,491,Park Lane at Park Forest Ave Inbound,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.806595,-77.90534
sunday,2026-10-04,489,Park Lane at Sierra Lane,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.804787,-77.904572
sunday,2026-10-04,341,Pike St at Dale St Inbound,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.81136,-77.8184
sunday,2026-10-04,340,Pike St at Dale St Outbound,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.81123,-77.818285
sunday,2026-10-04,336,Pike St at Hickory Lane,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.81504,-77.81889
sunday,2026-10-04,334,Pike St at Limerock Terrace Inbound,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.817235,-77.818465
sunday,2026-10-04,335,Pike St at Limerock Terrace Outbound,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.81723,-77.818315
sunday,2026-10-04,342,Pike St at Mary St Inbound,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.80983,-77.818755
sunday,2026-10-04,343,Pike St at Mary St Outbound,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.809485,-77.81874
sunday,2026-10-04,337,Pike St at Rishel Lane,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.81495,-77.8187
sunday,2026-10-04,569,Porter Rd at Medlar Field,College township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.811206,-77.852586
sunday,2026-10-04,400,Research Drive at CATA,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.762135,-77.875632
sunday,2026-10-04,388,Rolling Ridge Dr at Hills Plaza South,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.78571,-77.82915
sunday,2026-10-04,386,Rolling Ridge Drive at Hills Plaza,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.786432,-77.829181
sunday,2026-10-04,164,Ross/Harbor Freight,College township,False,False,Stop is outside the game border.,CC,16,10:10,17:40,30,40.8314294403,-77.8066180847
sunday,2026-10-04,2003,S Allen St near Riviera Apts,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.7858135788,-77.8488734524
sunday,2026-10-04,401,S Atherton St at Centre Lane,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.78499,-77.84956
sunday,2026-10-04,157,S Atherton St at E Branch Rd,State College borough,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.7853275061,-77.8350426822
sunday,2026-10-04,380,S Atherton St at Norma Street,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.78465,-77.84162
sunday,2026-10-04,382,S Atherton St at Science St,State College borough,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.78522,-77.83857
sunday,2026-10-04,397,S Atherton St at W Fairmount Ave Inbound,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.788115,-77.860035
sunday,2026-10-04,381,S Atherton St at Whitehall Rd,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.7847898765,-77.8417207424
sunday,2026-10-04,395,S Atherton Street at Highland Alley,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.790469,-77.863144
sunday,2026-10-04,368,S Pugh St at E Hamilton Ave Outbound,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.79128,-77.85326
sunday,2026-10-04,365,S Pugh St at E Nittany Ave,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.79268,-77.85609
sunday,2026-10-04,369,S Pugh St at Waring Ave,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.79009,-77.85077
sunday,2026-10-04,880,Sams Club,College township,False,False,Stop is outside the game border.,CC,16,10:09,17:39,30,40.833169,-77.805413
sunday,2026-10-04,549,Science Park Rd at Pine Hall Rd,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.77375,-77.88931
sunday,2026-10-04,557,Science Park Rd at Sandy Dr (Wonderland),Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.784855,-77.902385
sunday,2026-10-04,779,Science Park Rd at Sandy Dr near CVIM,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.7849344347,-77.9022377197
sunday,2026-10-04,550,Science Park Rd at Torron Group,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.77381,-77.88997
sunday,2026-10-04,813,Science Park Rd at the ARL Building,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.774961,-77.892075
sunday,2026-10-04,1013,Science St. at the Ramada,State College borough,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.7845635835,-77.8387070451
sunday,2026-10-04,321,Shiloh Rd at Premier Dr,College township,False,False,Stop is outside the game border.,CC,16,10:02,17:32,30,40.8381401156,-77.8032334087
sunday,2026-10-04,156,South Atherton at Creekside Plaza,State College borough,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.785124,-77.834581
sunday,2026-10-04,414,Southgate Dr at Ashwicken Ct,State College borough,False,True,The full 400 m circle crosses the game border.,RP,14,10:23,17:58,35,40.773145,-77.862115
sunday,2026-10-04,415,Southgate Dr at Blue Course Dr,State College borough,False,True,The full 400 m circle crosses the game border.,RP,14,10:23,17:58,35,40.77199,-77.86386
sunday,2026-10-04,416,Stratford Dr at Blue Course Dr,State College borough,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.77107,-77.86208
sunday,2026-10-04,417,Stratford Dr at High Point Skatepark,State College borough,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.77267,-77.85977
sunday,2026-10-04,418,Stratford Dr at Waupelani Dr,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.77425,-77.85708
sunday,2026-10-04,867,The Yards at Old State,Ferguson township,False,True,The full 400 m circle crosses the game border.,RP,28,10:18,17:55,33,40.7677268597,-77.8590667116
sunday,2026-10-04,1001,Thon Dr.,State College borough,False,True,The full 400 m circle crosses the game border.,RP,14,10:16,17:51,35,40.7711312655,-77.856812147
sunday,2026-10-04,319,Toftrees Ave at Hillside and Fox Run,Patton township,False,True,The full 400 m circle crosses the game border.,NV,16,10:01,17:31,30,40.823697,-77.89174
sunday,2026-10-04,9,Toftrees Ave at The Station,Patton township,False,False,Stop is outside the game border.,NV,16,10:02,17:32,30,40.824063329,-77.8865689067
sunday,2026-10-04,251,Toftrees Ave at The View,Patton township,False,True,The full 400 m circle crosses the game border.,NV,16,10:06,17:36,30,40.8231888366,-77.8838663031
sunday,2026-10-04,326,Toftrees Ave at Wildridge Apts.,Patton township,False,True,The full 400 m circle crosses the game border.,NV,16,10:01,17:31,30,40.823629,-77.889463
sunday,2026-10-04,701,Toftrees Avenue near Alma Mater Drive,Patton township,False,True,The full 400 m circle crosses the game border.,NV,16,10:07,17:37,30,40.826011,-77.880228
sunday,2026-10-04,700,Toftrees Avenue near Beaumanor Drive,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.825921,-77.880501
sunday,2026-10-04,497,Trader Joes Plaza,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.809584,-77.902198
sunday,2026-10-04,362,Trout Road at Centre County PAWS,College township,False,False,Stop is outside the game border.,CC,16,10:04,17:34,30,40.8361392415,-77.8104664085
sunday,2026-10-04,118,Trout Road at Pleasant Pointe,College township,False,False,Stop is outside the game border.,CC,16,10:03,17:33,30,40.8380517745,-77.8074014319
sunday,2026-10-04,112,University Dr at Bellaire Ave (Inbound),State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.79901,-77.84756
sunday,2026-10-04,56,University Dr at Bellaire Ave (Outbound),State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.79896,-77.84765
sunday,2026-10-04,111,University Dr at E. Waring Ave (SSA Offi,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.79775,-77.84527
sunday,2026-10-04,57,University Dr at E. Waring Ave(Outbound),State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.79759,-77.84519
sunday,2026-10-04,58,University Dr at Easterly Pkwy,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.79657,-77.84311
sunday,2026-10-04,726,University Drive at Jordan Center Gate A,College township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.807923,-77.856874
sunday,2026-10-04,513,Vairo Blvd at The Bryn Inbound,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.80993,-77.89189
